Label,Notation,Parent Notation,Sort Priority
Creative Industries,creative-industries,,1
Cultural Sector,cultural-sector,,2
Digital Sector,digital-sector,,3
Gambling,gambling,,4
Sport,sport,,5
Telecoms,telecoms,,6
DCMS total,dcms-total,,7
Advertising and marketing,advertising-and-marketing,,8
Architecture,architecture,,9
Crafts,crafts,,10
Design and designer fashion,design-and-designer-fashion,,11
"Film, TV, radio and photography",film-tv-radio-and-photography,,12
"IT, software and computer services",it-software-and-computer-services,,13
Publishing,publishing,,14
"Museums, Galleries and Libraries",museums-galleries-and-libraries,,15
"Music, performing and visual arts",music-performing-and-visual-arts,,16
Manufacturing of electronics and computers,manufacturing-of-electronics-and-computers,,17
Wholesale of computers and electronics,wholesale-of-computers-and-electronics,,18
Publishing (excluding translation and interpretation activities),publishing-excluding-translation-and-interpretation-activities,,19
Software publishing,software-publishing,,20
"Film, TV, video, radio and music",film-tv-video-radio-and-music,,21
Telecommunications,telecommunications,,22
"Computer programming, consultancy and related activities",computer-programming-consultancy-and-related-activities,,23
Information service activities,information-service-activities,,24
Repair of computers and communication equipment,repair-of-computers-and-communication-equipment,,25
Arts,arts,,26
"Film, TV and Music",film-tv-and-music,,27
Radio,radio,,28
Photography,photography,,29
Crafts4,crafts4,,30
Museums and Galleries,museums-and-galleries,,31
Library and archives,library-and-archives,,32
Cultural education,cultural-education,,33
Operation of historical sites and similar visitor attractions,operation-of-historical-sites-and-similar-visitor-attractions,,34
Audio Visual,audio-visual,,35
All_Exports,all_exports,,36
All_Imports,all_imports,,37
